Id_Itinerario,Id_Segmento,Data_It,Targa,Strada,Lat,Lng,VelocitaLimite,VelocitaRilevata,Km
8,0,2007/04/19,DT406XE,Via%20della%20Divina%20Provvidenza%2C%2011%2C%2000166%20Roma%2C%20Italy,41.8995345,12.4136219,50,41,0
8,1,2007/04/19,DT406XE,Via%20di%20Val%20Cannuta,41.899416,12.4137674,90,119,0.02
8,2,2007/04/19,DT406XE,Via%20di%20Val%20Cannuta,41.9035205,12.4163809,90,110,0.55
8,3,2007/04/19,DT406XE,Via%20di%20Boccea,41.9036193,12.4185299,90,105,0.18
8,4,2007/04/19,DT406XE,Largo%20Gregorio%20XIII,41.9039336,12.4187916,50,88,0.06
8,5,2007/04/19,DT406XE,Largo%20Gregorio%20XIII,41.9039839,12.4185716,90,106,0.02
8,6,2007/04/19,DT406XE,,41.9064733,12.4147121,50,64,0.42
8,7,2007/04/19,DT406XE,Via%20Mattia%20Battistini,41.9138511,12.4184329,50,62,0.94
9,0,2007/04/24,DT406XE,Via%20Gregorio%20XIII%2C%2014%2C%2000167%20Roma%2C%20Italy,41.9046896,12.4188106,50,1,0
9,1,2007/04/24,DT406XE,Largo%20Gregorio%20XIII,41.9039839,12.4185716,90,122,0.1
9,2,2007/04/24,DT406XE,Largo%20Gregorio%20XIII,41.9036193,12.4185299,50,63,0.04
9,3,2007/04/24,DT406XE,Via%20di%20Boccea,41.903573,12.4175476,50,71,0.08
10,0,2007/04/17,DT406XE,Via%20Gregorio%20XI%2C%2083%2C%2000166%20Roma%2C%20Italy,41.9011703,12.4205467,50,21,0
10,1,2007/04/17,DT406XE,Via%20di%20Boccea,41.9031303,12.4219158,50,72,0.25
10,2,2007/04/17,DT406XE,Via%20di%20Boccea,41.9027958,12.4232108,50,80,0.11
11,0,2007/04/18,DT406XE,Via%20Aurelia%2C%20Roma%2C%20Italy,41.8921801,12.4137981,50,26,0
11,1,2007/04/18,DT406XE,Via%20Nicola%20Coviello,41.8909544,12.4129374,50,84,0.15
11,2,2007/04/18,DT406XE,Via%20Nicola%20Coviello,41.8930597,12.4117643,90,125,0.33
11,3,2007/04/18,DT406XE,Via%20Michele%20Pironti,41.8935098,12.4112821,90,128,0.06
11,4,2007/04/18,DT406XE,Via%20Gregorio%20XI,41.9031303,12.4219158,130,153,1.42
11,5,2007/04/18,DT406XE,Via%20di%20Boccea,41.9015045,12.4266889,90,115,0.44
11,6,2007/04/18,DT406XE,Via%20di%20Boccea,41.9016242,12.4269332,50,88,0.02
11,7,2007/04/18,DT406XE,Via%20Domenico%20Tardini,41.9019295,12.4266741,50,84,0.04
0,0,2014/10/16,CL853KQ,Via%20Astore%20Ludovico%20Antonio%2C%206%2C%2080141%20Napoli%2C%20Italy,40.8685684,14.2682046,50,42,0
0,1,2014/10/16,CL853KQ,Via%20Ignazio%20Falconieri,40.8688703,14.269487,50,82,0.11
0,2,2014/10/16,CL853KQ,Via%20Generale%20D%27Ambrosio,40.8680613,14.269841,50,87,0.1
0,3,2014/10/16,CL853KQ,Via%20Filippo%20Maria%20Briganti,40.8754803,14.2786045,50,73,1.57
0,4,2014/10/16,CL853KQ,Viale%20Comandante%20Umberto%20Maddalena,40.8741413,14.2799929,50,73,0.19
0,5,2014/10/16,CL853KQ,A56,40.8717468,14.2765543,90,100,0.41
0,6,2014/10/16,CL853KQ,A56,40.8362807,14.1974155,50,75,8.81
0,7,2014/10/16,CL853KQ,Napoli%20Centro,40.8332787,14.1911151,50,89,0.79
0,8,2014/10/16,CL853KQ,,40.8317824,14.1913989,90,100,0.17
0,9,2014/10/16,CL853KQ,Via%20Terracina,40.8220077,14.174181,130,165,1.81
0,10,2014/10/16,CL853KQ,Via%20Nuova%20Agnano,40.821466,14.1743622,90,123,0.06
0,11,2014/10/16,CL853KQ,Viale%20della%20Liberazione,40.8206737,14.1698968,50,68,0.39
0,12,2014/10/16,CL853KQ,Via%20Vicinale%20Girolamo%20Cerbone,40.8178814,14.1692092,50,84,0.33
0,13,2014/10/16,CL853KQ,,40.8174462,14.1691667,50,80,0.05
1,0,2014/10/15,CL853KQ,Via%20Nuova%20Poggioreale%2C%205%2C%2080143%20Napoli%2C%20Italy,40.8644722,14.2866539,50,12,0
1,1,2014/10/15,CL853KQ,Via%20San%20Lazzaro,40.8650468,14.2878164,90,121,0.12
1,2,2014/10/15,CL853KQ,Via%20San%20Lazzaro,40.8639302,14.2852533,50,75,0.26
1,3,2014/10/15,CL853KQ,Via%20Vicinale%20S.%20Maria%20del%20Pianto,40.8644034,14.2865147,50,63,0.13
2,0,2014/10/17,CL853KQ,Via%20Domenico%20Aulisio%2C%206%2C%2080143%20Napoli%2C%20Italy,40.8603672,14.2846788,50,22,0
2,1,2014/10/17,CL853KQ,Via%20Enrico%20de%20Nicola,40.8574905,14.2851441,50,87,0.32
2,2,2014/10/17,CL853KQ,Viale%20della%20Costituzione,40.8567085,14.2773034,90,100,0.67
2,3,2014/10/17,CL853KQ,Viale%20della%20Costituzione,40.856827,14.2770232,90,107,0.03
2,4,2014/10/17,CL853KQ,Via%20Giovanni%20Porzio,40.8581406,14.2768105,50,72,0.15
2,5,2014/10/17,CL853KQ,Via%20Otranto,40.8579954,14.2754744,90,107,0.11
2,6,2014/10/17,CL853KQ,,40.858102,14.2745391,90,119,0.08
2,7,2014/10/17,CL853KQ,Piazza%20Nazionale,40.8587311,14.2729082,50,89,0.2
2,8,2014/10/17,CL853KQ,Via%20Matteo%20Andrea%20Acquaviva,40.8599333,14.2706224,50,75,0.24
2,9,2014/10/17,CL853KQ,Via%20Arenaccia,40.860385,14.2705324,90,129,0.05
2,10,2014/10/17,CL853KQ,Via%20S.%20Alfonso%20Maria%20de%20Liguori,40.8617824,14.2680762,90,111,0.26
2,11,2014/10/17,CL853KQ,Via%20Pietro%20Giannone,40.861578,14.2673695,90,119,0.06
2,12,2014/10/17,CL853KQ,Via%20Felice%20Cavallotti,40.8611742,14.2675732,50,89,0.05
2,13,2014/10/17,CL853KQ,Via%20Fr%C3%A0%20Gregorio%20Carafa,40.8610451,14.2671974,50,67,0.04
3,0,2014/10/14,CL853KQ,Naples%2C%20Italy,40.8517763,14.2681383,50,38,0
3,1,2014/10/14,CL853KQ,Piazza%20Giuseppe%20Garibaldi,40.851082,14.2682663,50,61,0.08
3,2,2014/10/14,CL853KQ,Via%20Marco%20di%20Lorenzo,40.8510491,14.2679788,90,124,0.02
3,3,2014/10/14,CL853KQ,Via%20Cesare%20Carmignano,40.8505363,14.2680585,50,83,0.06
3,4,2014/10/14,CL853KQ,Piazza%20Nolana,40.8505596,14.2683776,90,120,0.03
3,5,2014/10/14,CL853KQ,Corso%20Giuseppe%20Garibaldi,40.8554022,14.2675576,90,124,0.55
3,6,2014/10/14,CL853KQ,Via%20Casanova,40.857,14.2709599,50,83,0.34
3,7,2014/10/14,CL853KQ,,40.8578862,14.2727956,90,108,0.18
3,8,2014/10/14,CL853KQ,Piazza%20Nazionale,40.8586243,14.2744658,50,65,0.23
3,9,2014/10/14,CL853KQ,Via%20Nuova%20Poggioreale,40.8618292,14.2812074,50,88,0.67
3,10,2014/10/14,CL853KQ,Via%20Serafino%20Biscardi,40.8618339,14.2808708,90,129,0.04
3,11,2014/10/14,CL853KQ,Via%20Gorizia,40.8633855,14.2809316,50,76,0.18
3,12,2014/10/14,CL853KQ,Via%20Aquileia,40.8618734,14.277701,50,67,0.32
4,0,2014/10/22,CL853KQ,Piazza%20Carlo%20III%2C%2059%2C%2080137%20Napoli%2C%20Italy,40.8628183,14.2670012,50,16,0
4,1,2014/10/22,CL853KQ,Via%20Alessio%20Mazzocchi,40.8632469,14.2667669,50,71,0.06
4,2,2014/10/22,CL853KQ,Piazza%20Carlo%20III,40.8626593,14.2659871,90,129,0.1
4,3,2014/10/22,CL853KQ,Piazza%20Carlo%20III,40.8626242,14.2668124,90,114,0.1
4,4,2014/10/22,CL853KQ,Via%20S.%20Alfonso%20Maria%20de%20Liguori,40.8603774,14.270428,130,155,0.39
4,5,2014/10/22,CL853KQ,Via%20Arenaccia,40.857,14.2709599,130,161,0.38
4,6,2014/10/22,CL853KQ,Calata%20Ponte%20di%20Casanova,40.8578862,14.2727956,90,124,0.18
4,7,2014/10/22,CL853KQ,Piazza%20Nazionale,40.8586243,14.2744658,50,76,0.23
4,8,2014/10/22,CL853KQ,Via%20Nuova%20Poggioreale,40.8590405,14.2753025,50,69,0.08
5,0,2014/10/14,CL853KQ,Traversa%20II%20Rione%20Trivio%2C%2080141%20Napoli%2C%20Italy,40.8678837,14.2766819,50,34,0
5,1,2014/10/14,CL853KQ,Via%20Fontanelle%20Al%20Trivio,40.8676495,14.2771219,90,101,0.04
5,2,2014/10/14,CL853KQ,Via%20Fontanelle%20Al%20Trivio,40.8658647,14.2756491,130,150,0.23
5,3,2014/10/14,CL853KQ,Via%20Ferdinando%20Manlio,40.8658322,14.2754786,130,148,0.01
5,4,2014/10/14,CL853KQ,Corso%20Malta,40.8654213,14.2754853,130,168,0.05
5,5,2014/10/14,CL853KQ,Via%20Piazzolla,40.8650172,14.2732752,90,110,0.19
5,6,2014/10/14,CL853KQ,Via%20Generale%20Pianell,40.8640404,14.2734472,130,160,0.11
5,7,2014/10/14,CL853KQ,Via%20Marchese%20Giuseppe%20Palmieri,40.8637809,14.2709219,130,144,0.21
5,8,2014/10/14,CL853KQ,Via%20Generale%20Francesco%20Pinto,40.8631464,14.2710149,90,123,0.07
5,9,2014/10/14,CL853KQ,Via%20Colonnello%20Carlo%20Lahalle,40.8631178,14.269995,50,62,0.09
5,10,2014/10/14,CL853KQ,Via%20Arenaccia,40.8590871,14.2706334,90,111,0.46
5,11,2014/10/14,CL853KQ,Via%20Martiri%20D%27Otranto,40.8573053,14.2683747,90,118,0.28
5,12,2014/10/14,CL853KQ,Vico%20S.%20Maria%20della%20Fede,40.8581295,14.2678045,50,80,0.1
5,13,2014/10/14,CL853KQ,Piazza%20S.%20Maria%20della%20Fede,40.8581956,14.2679594,50,88,0.01
0,0,2015/11/26,DM185IL,Circonvallazione%20Aurelia%2C%2050%2C%2000165%20Roma%2C%20Italy,41.8971409,12.4281909,50,5,0
0,1,2015/11/26,DM185IL,Viale%20Luciana%20Mascenzi,41.8968997,12.4283172,90,111,0.03
0,2,2015/11/26,DM185IL,,41.898413,12.4278147,90,107,0.21
0,3,2015/11/26,DM185IL,,41.9014133,12.4259764,50,73,0.37
0,4,2015/11/26,DM185IL,Via%20di%20Boccea,41.9015045,12.4266889,50,87,0.09
0,5,2015/11/26,DM185IL,Via%20di%20Boccea,41.9016242,12.4269332,90,103,0.02
0,6,2015/11/26,DM185IL,Via%20Domenico%20Tardini,41.9019571,12.426646,50,85,0.04
0,7,2015/11/26,DM185IL,Via%20S.%20Bernadette,41.9022659,12.4275406,50,73,0.08
1,0,2015/11/29,DM185IL,Via%20Aurelia%2C%20481%2C%2000165%20Roma%2C%20Italy,41.8962543,12.4253177,50,15,0
1,1,2015/11/29,DM185IL,Strada%20Statale%201%20Variante%20Aurelia%20di%20La%20Spezia,41.8984835,12.4253432,90,101,0.25
1,2,2015/11/29,DM185IL,Strada%20Statale%201%20Variante%20Aurelia%20di%20La%20Spezia,41.8985548,12.4266408,90,126,0.11
1,3,2015/11/29,DM185IL,Via%20Gregorio%20VII,41.8968997,12.4283172,130,161,0.24
1,4,2015/11/29,DM185IL,,41.898413,12.4278147,130,159,0.21
1,5,2015/11/29,DM185IL,,41.9019269,12.4257026,90,123,0.43
1,6,2015/11/29,DM185IL,Via%20di%20Boccea,41.903573,12.4175476,50,75,0.71
2,0,2015/11/21,DM185IL,Via%20Aurelia%2C%20619%2C%2000165%20Roma%2C%20Italy,41.8951338,12.4175129,50,27,0
2,1,2015/11/21,DM185IL,Via%20Nicola%20Lombardi,41.8953169,12.4177959,90,124,0.03
2,2,2015/11/21,DM185IL,Via%20Lanfranco,41.8954377,12.4176818,50,76,0.02
2,3,2015/11/21,DM185IL,left,41.8944137,12.4162821,50,78,0.16
3,0,2015/11/21,DM185IL,Municipio%20XIV%2C%20Rome%2C%20Italy,41.926473,12.4036646,50,38,0
3,1,2015/11/21,DM185IL,Via%20di%20Torresina,41.9268037,12.4050913,50,89,0.12
3,2,2015/11/21,DM185IL,Via%20di%20Torresina,41.9261832,12.4059363,90,113,0.1
3,3,2015/11/21,DM185IL,,41.9248407,12.4063841,130,150,0.15
3,4,2015/11/21,DM185IL,Via%20Andersen,41.9187234,12.3942187,130,163,1.33
3,5,2015/11/21,DM185IL,Via%20del%20Quartaccio,41.9143404,12.3867707,90,105,0.84
3,6,2015/11/21,DM185IL,Via%20di%20Boccea,41.9151482,12.3835556,130,152,0.28
3,7,2015/11/21,DM185IL,Via%20della%20Maglianella,41.9131117,12.384875,130,141,0.27
3,8,2015/11/21,DM185IL,Via%20della%20Maglianella,41.9034266,12.3817751,130,150,1.16
3,9,2015/11/21,DM185IL,Via%20Suor%20Maria%20Agostina,41.9030617,12.3824962,130,166,0.12
3,10,2015/11/21,DM185IL,Grande%20Raccordo%20Anulare,41.8901264,12.3810406,130,147,1.5
3,11,2015/11/21,DM185IL,Roma%20Centro,41.8835281,12.3797312,90,119,1.13
3,12,2015/11/21,DM185IL,,41.8966348,12.4201977,50,76,4.01
4,0,2015/11/21,DM185IL,Via%20San%20Giovanni%20Della%20Croce%2C%2035%2C%2000166%20Roma%2C%20Italy,41.9001752,12.408823,50,47,0
4,1,2015/11/21,DM185IL,Via%20Monte%20Carmelo,41.8999733,12.4097791,50,79,0.08
4,2,2015/11/21,DM185IL,,41.8987551,12.4128133,90,125,0.29
4,3,2015/11/21,DM185IL,Via%20di%20Val%20Cannuta,41.8966032,12.4096823,90,124,0.35
4,4,2015/11/21,DM185IL,Via%20Raffaele%20Conforti,41.8963178,12.409906,50,61,0.04
4,5,2015/11/21,DM185IL,Via%20Luca%20Passi,41.8936605,12.4112169,90,117,0.45
4,6,2015/11/21,DM185IL,Via%20Gregorio%20XI,41.8931726,12.4102899,90,123,0.09
4,7,2015/11/21,DM185IL,,41.8935098,12.4112821,90,119,0.1
4,8,2015/11/21,DM185IL,Via%20Michele%20Pironti,41.8925082,12.4139672,90,118,0.26
4,9,2015/11/21,DM185IL,Via%20Nicola%20Coviello,41.8909899,12.4127697,50,88,0.2
4,10,2015/11/21,DM185IL,Via%20Nicola%20Coviello,41.8909544,12.4129374,90,124,0.01
4,11,2015/11/21,DM185IL,Strada%20Statale%201%20Variante%20Aurelia%20di%20La%20Spezia,41.8953169,12.4177959,130,148,0.65
4,12,2015/11/21,DM185IL,Via%20Lanfranco,41.8954377,12.4176818,90,102,0.02
4,13,2015/11/21,DM185IL,left,41.8929679,12.4144751,50,61,0.38
5,0,2015/11/24,DM185IL,Via%20Aurelia%2C%20702%2C%2000165%20Roma%2C%20Italy,41.8929679,12.4144751,50,35,0
5,1,2015/11/24,DM185IL,Via%20Michele%20Pironti,41.8909899,12.4127697,50,71,0.26
5,2,2015/11/24,DM185IL,Via%20Nicola%20Coviello,41.8909544,12.4129374,90,109,0.01
5,3,2015/11/24,DM185IL,Strada%20Statale%201%20Variante%20Aurelia%20di%20La%20Spezia,41.8953169,12.4177959,90,108,0.65
5,4,2015/11/24,DM185IL,Via%20Lanfranco,41.8954377,12.4176818,50,62,0.02
5,5,2015/11/24,DM185IL,Strada%20Statale%201%20Variante%20Aurelia%20di%20La%20Spezia,41.8933329,12.414906,50,71,0.33
5,6,2015/11/24,DM185IL,Via%20Martino%20Gosia,41.8932581,12.4150377,50,78,0.01
5,7,2015/11/24,DM185IL,Strada%20Statale%201%20Variante%20Aurelia%20di%20La%20Spezia,41.8921801,12.4137981,50,67,0.16
6,0,2015/11/29,DM185IL,Via%20di%20Boccea%2C%20190%2C%2000167%20Roma%2C%20Italy,41.9029635,12.4225692,50,38,0
6,1,2015/11/29,DM185IL,Via%20Emilio%20Albertario,41.9021556,12.4251913,90,115,0.23
6,2,2015/11/29,DM185IL,Circonvallazione%20Cornelia,41.8985929,12.4274542,50,74,0.45
6,3,2015/11/29,DM185IL,Strada%20Statale%201%20Variante%20Aurelia%20di%20La%20Spezia,41.8921801,12.4137981,50,69,1.39
7,0,2015/11/20,DM185IL,Via%20Aurelia%2C%20553%2C%2000165%20Roma%2C%20Italy,41.8966348,12.4201977,50,17,0
7,1,2015/11/20,DM185IL,Via%20Alberico%20Gentili,41.8909544,12.4129374,50,74,0.88
7,2,2015/11/20,DM185IL,Via%20Nicola%20Coviello,41.8930597,12.4117643,90,114,0.33
7,3,2015/11/20,DM185IL,Via%20Michele%20Pironti,41.8935098,12.4112821,90,125,0.06
7,4,2015/11/20,DM185IL,Via%20Gregorio%20XI,41.8939199,12.4120679,90,126,0.08
7,5,2015/11/20,DM185IL,,41.8936605,12.4112169,50,81,0.09
7,6,2015/11/20,DM185IL,Via%20Luca%20Passi,41.8961713,12.4110984,50,82,0.32
8,0,2015/11/23,DM185IL,Via%20di%20Val%20Cannuta%2C%20200%2C%2000166%20Roma%2C%20Italy,41.8952142,12.4061381,50,3,0
8,1,2015/11/23,DM185IL,Via%20di%20Val%20Cannuta,41.8987551,12.4128133,90,122,0.68
8,2,2015/11/23,DM185IL,Via%20Enrico%20De%20Oss%C3%B2,41.8999733,12.4097791,50,68,0.29
8,3,2015/11/23,DM185IL,,41.9001752,12.408823,50,89,0.08
9,0,2015/11/27,DM185IL,Municipio%20XIV%2C%20Rome%2C%20Italy,41.926473,12.4036646,50,16,0
9,1,2015/11/27,DM185IL,Via%20di%20Torresina,41.9268037,12.4050913,50,75,0.12
9,2,2015/11/27,DM185IL,Via%20di%20Torresina,41.9261832,12.4059363,90,101,0.1
9,3,2015/11/27,DM185IL,,41.9230185,12.4119477,50,69,0.68
9,4,2015/11/27,DM185IL,Via%20di%20Torrevecchia,41.9249381,12.4139179,90,113,0.27
9,5,2015/11/27,DM185IL,Via%20Pietro%20Gasparri,41.9230114,12.4143167,90,115,0.22
9,6,2015/11/27,DM185IL,Via%20Pietro%20Bembo,41.9117912,12.4108847,50,78,1.33
9,7,2015/11/27,DM185IL,Via%20Pasquale%20II,41.9070029,12.4081475,50,89,0.74
9,8,2015/11/27,DM185IL,Via%20di%20Boccea,41.9037653,12.410467,50,70,0.45
9,9,2015/11/27,DM185IL,Via%20Soriso,41.901349,12.4073915,50,84,0.37
9,10,2015/11/27,DM185IL,Via%20della%20Divina%20Provvidenza,41.8995345,12.4136219,50,75,0.56
10,0,2015/11/27,DM185IL,Via%20di%20Boccea%2C%20276%2C%2000167%20Roma%2C%20Italy,41.9035976,12.4180697,50,48,0
10,1,2015/11/27,DM185IL,Largo%20Gregorio%20XIII,41.9021556,12.4251913,90,123,0.62
10,2,2015/11/27,DM185IL,Circonvallazione%20Cornelia,41.8985929,12.4274542,50,81,0.45
10,3,2015/11/27,DM185IL,Strada%20Statale%201%20Variante%20Aurelia%20di%20La%20Spezia,41.8921801,12.4137981,50,80,1.39
11,0,2015/11/20,DM185IL,Via%20Adriano%20I%2C%2036%2C%2000167%20Roma%2C%20Italy,41.9047109,12.415615,50,28,0
11,1,2015/11/20,DM185IL,Via%20Adriano%20I,41.9044841,12.4161488,90,105,0.05
11,2,2015/11/20,DM185IL,Via%20Adriano%20I,41.9035219,12.4161248,90,118,0.11
11,3,2015/11/20,DM185IL,Via%20di%20Boccea,41.9031303,12.4219158,50,85,0.49
11,4,2015/11/20,DM185IL,Via%20Gregorio%20XI,41.9011703,12.4205467,50,64,0.25
12,0,2015/11/27,DM185IL,Municipio%20XIV%2C%20Rome%2C%20Italy,41.926473,12.4036646,50,15,0
12,1,2015/11/27,DM185IL,Via%20di%20Torresina,41.9268037,12.4050913,50,80,0.12
12,2,2015/11/27,DM185IL,Via%20di%20Torresina,41.9261832,12.4059363,90,123,0.1
12,3,2015/11/27,DM185IL,,41.9248407,12.4063841,130,166,0.15
12,4,2015/11/27,DM185IL,Via%20Andersen,41.9187234,12.3942187,130,141,1.33
12,5,2015/11/27,DM185IL,Via%20del%20Quartaccio,41.9143404,12.3867707,90,115,0.84
12,6,2015/11/27,DM185IL,Via%20di%20Boccea,41.9151482,12.3835556,50,65,0.28
12,7,2015/11/27,DM185IL,Via%20della%20Maglianella,41.9131117,12.384875,90,110,0.27
12,8,2015/11/27,DM185IL,Via%20della%20Maglianella,41.9034266,12.3817751,130,161,1.16
12,9,2015/11/27,DM185IL,Via%20Suor%20Maria%20Agostina,41.9030617,12.3824962,90,120,0.12
12,10,2015/11/27,DM185IL,Grande%20Raccordo%20Anulare,41.8901264,12.3810406,90,105,1.5
12,11,2015/11/27,DM185IL,Roma%20Centro,41.8835281,12.3797312,50,67,1.13
12,12,2015/11/27,DM185IL,,41.8951338,12.4175129,50,76,3.73
0,0,2012/12/08,CC887ZR,Via%20Silvio%20Pellico%2C%208%2C%2020121%20Milano%2C%20Italy,45.4657372,9.189253,50,17,0
0,1,2012/12/08,CC887ZR,Galleria%20Vittorio%20Emanuele%20II,45.4651526,9.1892549,50,63,0.07
0,2,2012/12/08,CC887ZR,Via%20Carlo%20Cattaneo,45.4651448,9.1885629,90,129,0.05
0,3,2012/12/08,CC887ZR,Via%20Giuseppe%20Mengoni,45.4660339,9.1884904,130,168,0.1
0,4,2012/12/08,CC887ZR,Via%20Santa%20Margherita,45.4669622,9.1893594,130,148,0.12
0,5,2012/12/08,CC887ZR,,45.4674588,9.1900112,130,150,0.07
0,6,2012/12/08,CC887ZR,,45.4722757,9.1952014,90,107,0.67
0,7,2012/12/08,CC887ZR,Via%20Fatebenefratelli,45.4729602,9.1879209,90,106,0.59
0,8,2012/12/08,CC887ZR,,45.4720908,9.1839051,90,127,0.33
0,9,2012/12/08,CC887ZR,,45.4717748,9.182273,130,144,0.13
0,10,2012/12/08,CC887ZR,Foro%20Buonaparte,45.4684627,9.1825364,90,117,0.41
0,11,2012/12/08,CC887ZR,Foro%20Buonaparte,45.4679386,9.1781434,50,80,0.39
0,12,2012/12/08,CC887ZR,,45.4682641,9.1775069,90,119,0.06
0,13,2012/12/08,CC887ZR,Piazzale%20Luigi%20Cadorna,45.4679864,9.1767964,50,72,0.09
0,14,2012/12/08,CC887ZR,,45.4614926,9.1734501,50,83,0.78
0,15,2012/12/08,CC887ZR,Via%20Edmondo%20de%20Amicis,45.4587903,9.1778164,50,76,0.46
0,16,2012/12/08,CC887ZR,Via%20Cesare%20Correnti,45.4601241,9.1810036,90,128,0.29
0,17,2012/12/08,CC887ZR,,45.4631671,9.1875725,50,86,0.64
0,18,2012/12/08,CC887ZR,Via%20Spadari,45.4635764,9.1870511,50,74,0.06
1,0,2012/12/07,CC887ZR,Via%20Spadari%2C%209%2C%2020123%20Milano%2C%20Italy,45.4635764,9.1870511,50,4,0
1,1,2012/12/07,CC887ZR,Via%20Victor%20Hugo,45.4640197,9.1865334,90,116,0.06
1,2,2012/12/07,CC887ZR,Via%20Cesare%20Cant%C3%B9,45.4644653,9.1871285,130,168,0.07
1,3,2012/12/07,CC887ZR,Via%20Orefici,45.4636062,9.1884997,130,145,0.15
1,4,2012/12/07,CC887ZR,Piazza%20del%20Duomo,45.4647005,9.1885516,130,145,0.12
1,5,2012/12/07,CC887ZR,,45.4660339,9.1884904,130,169,0.15
1,6,2012/12/07,CC887ZR,Via%20Santa%20Margherita,45.4669622,9.1893594,90,114,0.12
1,7,2012/12/07,CC887ZR,,45.4674588,9.1900112,130,168,0.07
1,8,2012/12/07,CC887ZR,,45.4697657,9.1924709,130,166,0.32
1,9,2012/12/07,CC887ZR,Via%20Bigli,45.4676971,9.1945357,90,103,0.29
1,10,2012/12/07,CC887ZR,Via%20Pietro%20Verri,45.4669519,9.1937582,130,148,0.11
1,11,2012/12/07,CC887ZR,Piazza%20Filippo%20Meda,45.4667327,9.1928391,130,156,0.08
1,12,2012/12/07,CC887ZR,Via%20S.%20Paolo,45.4654893,9.1936174,90,114,0.15
1,13,2012/12/07,CC887ZR,Via%20Agnello,45.4657967,9.192143,50,88,0.14
2,0,2012/12/14,CC887ZR,Piazza%20S.%20Sepolcro%2C%2020123%20Milano%2C%20Italy,45.4629006,9.1853479,50,22,0
2,1,2012/12/14,CC887ZR,Via%20Cardinal%20Federico,45.4628651,9.1855118,50,65,0.01
2,2,2012/12/14,CC887ZR,Via%20Cardinal%20Federico,45.4631899,9.1859768,90,122,0.05
2,3,2012/12/14,CC887ZR,Via%20delle%20Asole,45.4625928,9.1868609,50,85,0.1
2,4,2012/12/14,CC887ZR,Via%20Torino,45.4637355,9.188277,90,102,0.17
2,5,2012/12/14,CC887ZR,Piazza%20del%20Duomo,45.4647005,9.1885516,130,145,0.14
2,6,2012/12/14,CC887ZR,,45.4660339,9.1884904,130,168,0.15
2,7,2012/12/14,CC887ZR,Via%20Santa%20Margherita,45.4665738,9.1889772,90,109,0.07
2,8,2012/12/14,CC887ZR,Via%20Silvio%20Pellico,45.4657372,9.189253,50,81,0.1
3,0,2012/12/05,CC887ZR,Via%20Torino%2C%2023%2C%2020123%20Milano%2C%20Italy,45.4623097,9.1865571,50,15,0
3,1,2012/12/05,CC887ZR,Via%20Lupetta,45.4602448,9.1813183,90,115,0.49
3,2,2012/12/05,CC887ZR,,45.4587903,9.1778164,130,161,0.32
3,3,2012/12/05,CC887ZR,,45.4581321,9.1768767,130,148,0.1
3,4,2012/12/05,CC887ZR,Via%20Giovanni%20Battista%20Torti,45.4577733,9.1774303,90,106,0.06
3,5,2012/12/05,CC887ZR,Via%20Conca%20del%20Naviglio,45.4575858,9.1773679,50,64,0.02
3,6,2012/12/05,CC887ZR,,45.4574067,9.1773326,90,112,0.02
3,7,2012/12/05,CC887ZR,,45.4585777,9.1782171,90,114,0.16
3,8,2012/12/05,CC887ZR,Via%20Edmondo%20de%20Amicis,45.4573868,9.1809168,90,119,0.25
3,9,2012/12/05,CC887ZR,,45.4560254,9.1873985,50,67,0.53
3,10,2012/12/05,CC887ZR,,45.4576026,9.193402,50,73,0.51
3,11,2012/12/05,CC887ZR,Corso%20di%20Porta%20Romana,45.4604349,9.1885149,50,76,0.49
3,12,2012/12/05,CC887ZR,,45.4612105,9.1884206,50,76,0.1
3,13,2012/12/05,CC887ZR,Via%20Maurizio%20Gonzaga,45.4620303,9.1897553,90,117,0.14
3,14,2012/12/05,CC887ZR,Via%20Guglielmo%20Marconi,45.4632419,9.1899345,50,64,0.2
3,15,2012/12/05,CC887ZR,Via%20Dogana,45.4633101,9.1885159,50,69,0.11
4,0,2012/12/10,CC887ZR,Via%20Silvio%20Pellico%2C%208%2C%2020121%20Milano%2C%20Italy,45.4657372,9.189253,50,25,0
4,1,2012/12/10,CC887ZR,Galleria%20Vittorio%20Emanuele%20II,45.4651526,9.1892549,90,115,0.07
4,2,2012/12/10,CC887ZR,Via%20Carlo%20Cattaneo,45.4651448,9.1885629,90,101,0.05
4,3,2012/12/10,CC887ZR,Via%20Giuseppe%20Mengoni,45.4660339,9.1884904,90,124,0.1
4,4,2012/12/10,CC887ZR,Via%20Santa%20Margherita,45.4669622,9.1893594,130,151,0.12
4,5,2012/12/10,CC887ZR,,45.4674588,9.1900112,130,162,0.07
4,6,2012/12/10,CC887ZR,,45.4722757,9.1952014,90,101,0.67
4,7,2012/12/10,CC887ZR,Via%20Fatebenefratelli,45.4729602,9.1879209,90,101,0.59
4,8,2012/12/10,CC887ZR,,45.4720908,9.1839051,130,168,0.33
4,9,2012/12/10,CC887ZR,,45.4717748,9.182273,130,140,0.13
4,10,2012/12/10,CC887ZR,Foro%20Buonaparte,45.4684627,9.1825364,90,123,0.41
4,11,2012/12/10,CC887ZR,Foro%20Buonaparte,45.4679386,9.1781434,130,169,0.39
4,12,2012/12/10,CC887ZR,,45.4682641,9.1775069,90,112,0.06
